motif_index_0based,motif_id,motif_title,motif_gloss,description_present,tradition_frequency,tradition_prevalence
1655,L83_8,Incomplete body turns into thunder,A rolling head or a man who has burned off his foot turns into or produces thunder or lightning,True,8,0.008639308855291577
1656,L84_10,Unfit axes,"Bush spirits and the like try to cut down a tree. The attempt fails because their axes are good for nothing being made of turtle shells, clay, etc.",True,12,0.012958963282937365
1657,L85_8,One-sided people,"One-sided people have one leg, one half of a head, etc. The second leg is not cut or burned off, preserved as a stump but is absent completely",True,165,0.17818574514038876
1658,L85a_10,One-sided child,Person is born as half of a child or loses his or her half in an accident. The person does not belong to any category of supernatural beings and usually turns into normal girl or young man,True,35,0.03779697624190065
1659,L85b_10,Woman gives birth to disfigured child,"A woman gives birth to disfigured child because she offended a powerful supernatural being (Rain, Sun, etc.). Her child is provided with magic power and eventually obtains normal body",True,7,0.00755939524838013
1660,L85b1_10,"After coming to the sky, gets normal body",A man with incomplete or  grotesque body becomes normal after coming to the sky (getting back to the earth),True,16,0.017278617710583154
1661,L85c_8,Half-chicken,Person with half of a body is a chicken (sometimes only by name),True,12,0.012958963282937365
1662,L85d_10,One leg and one arm: the injured ploughman,"Hero comes across a giant (usually a ploughman) with one leg, one arm, one eye. The latter was injured when he met another giant who was much bigger and stronger than he",True,6,0.0064794816414686825
1663,L86_10,Woman pursues her children,A woman turns into demon and pursues her children,True,25,0.026997840172786176
1664,L87_10,Taste of blood,"Unintentionally, person gets to taste his or her own blood or flesh, likes the taste, turns into a cannibal",True,16,0.017278617710583154
1665,L88_10,Ogre returns to life,"A man kills an ogre. When he later comes and touches the ogre's remains, the latter revives",True,9,0.009719222462203024
1666,L89_10,One secretly feeds another,"Person transforms humans into monsters or animals secretly putting prohibited meat, grease or eggs into their food or provoking them to use a particular object",True,15,0.016198704103671708
1667,L90_8,Mouth from the earth to the sky,"Monster's upper lip (fang, horn, etc.) touches the sky, lower touches the ground",True,43,0.04643628509719223
1668,L91_10,Long serpent,"Two or four boys go to war or are on their way home. A long serpent-like creature blocks the passage, they cannot find a path around it and burn it through. One eats its roasted meat and turns into serpent himself or dies",True,7,0.00755939524838013
1669,L92_10,Animal shams being helpful,"Person escapes to a tree or high rock. An ogre tries to cut it down. An animal suggests the ogre to have a rest, promises to work instead of him but spoils his work",True,22,0.023758099352051837
1670,L93_10,Axe thrown into the water,"Person escapes to a tree or a high rock. An ogre tries to cut it down. While the ogre has a rest, an animal throws his axe into the water or carries it away",True,15,0.016198704103671708
1671,L93a_9,Helpful fox,"Cunning fox, jackal or coyote saves particular person or many people, helps them",True,113,0.12203023758099352
1672,L93b_9,Helpful rabbit,"Cunning rabbit or hare saves person, helps him or her",True,22,0.023758099352051837
1673,L94_10,Child promised to demon,"A demon helps a man or a woman or lets him or her free. As a reward, the person is forced to promise to give the demon his child",True,110,0.11879049676025918
1674,L94a_10,Caught by a beard,Water or chthonic demon suddenly appears before a person (often catches a man who bent down to drink from a well by his beard). The person is forced to fulfill demon's wish,True,34,0.0367170626349892
1675,L95_10,Coming back to pick up toys,Person (usually a kid or lad) returns to the former place to pick up the forgotten object (often a toy) and is caught there by a demonic being,True,20,0.02159827213822894
1676,L95a_8,Floating lungs,"A lung or a liver lies on a road or floats in a pond etc. As soon as person touches them, a dangerous demon appears in front of him",True,8,0.008639308855291577
1677,L96_10,Sold in animal’s guise and comes back,"Person can transform himself or herself into an animal or an object. Being sold in this guise, he or she achieves his or her aims and becomes a human again",True,58,0.06263498920086392
1678,L96a_10,"Oh, dear!","When person sighs or utters an interjection, another one (usually a demon) emerges because his name is spelled like Ahh, Ohhoi, etc.",True,21,0.02267818574514039
1679,L97_10,Rooted to ground,"A human being cannot move because the lower part of his body is rooted into the ground, stuck to it, or is absent at all",True,10,0.01079913606911447
1680,L98_8,Cannibal owl,"Dangerous cannibal or bush spirit who abducts children, attacks people, etc. is associated with an owl",True,54,0.058315334773218146
1681,L99_10,Bring me a spit to roast you!,"An ogre sends a man to bring a spit and/or firewood to cook him. The man intentionally does it slowly, brings unfit objects or a an animal helps him to escape",True,14,0.01511879049676026
1682,L100_10,Transformation flight,"A youth and a girl who run away from pursuer transform themselves into a pair of persons, creatures or objects (pond and duck, church and priest, etc.) in order to escape detection by the pursuer",True,45,0.04859611231101512
1683,L100a_11,A pursuer throws ahead the transformed fugitive,"A fugitive turns into small object (stick, stone) or hides himself inside it. A pursuer picks it up and throws ahead in anger, thus unwillingly helping the fugitive to escape",True,13,0.014038876889848811
1684,L100b_10,Forgotten fiancée,"A youth and his bride get to escape from the pursuer. The youth goes to visit his home, leaves his bride behind for a time but forgets her (usually after breaking taboo to kiss or embrace his relations). When the youth is about to marry another woman, the forgotten fiancée reawakens his memory by performing magic actions",True,35,0.03779697624190065
1685,L100c_10,Faithful wife mocks men who come to buy her love,"A woman pretends to be a prostitute. When a man comes to her she uses magic and the man spends all the night in her room being unable to move from the place. Episode is repeated with other or (rare) the same suitor. Usually the first suitor is ashamed, tells the other ones that everything was nice, and they are humiliated the same way",True,13,0.014038876889848811
1686,L100d_10,The entrapped suitors,"A pretty, faithful wife is courted by one or several men, one of them usually a clergyman. With her husband’s consent, she invites the suitor(s) to a private rendezvous. Before the first man’s wishes are gratified, the next one arrives and then the husband himself. The suitor or suitors are caught in an uncomfortable position and then killed, punished in some other manner, ridiculed, made to pay ransom, to work, etc.",True,78,0.08423326133909287
1687,L101_10,Pieces of clothes thrown to pursuer,"Pursued by demonic creature (usually a whale or walrus), people throw behind piece by piece children’s or woman’s clothes. These attract the pursuer’s attention, he loses time, the runaways escape",True,18,0.019438444924406047
1688,L102_10,Escape from animal husband,"Seriously of for fun, a girl or a woman names an animal or remains of an animal as her husband or steps on the animal’s bones. The animal (revives and) carries her away. Her human husband or brother comes after her and they run away. Usually the animal husband pursues them but abandons the chase or dies",True,13,0.014038876889848811
1689,L103_10,Obstacle flight (Atalanta type),"Treasure, or the like, is thrown back to tempt pursuer to delay",True,93,0.10043196544276457
1690,L104_10,Fugitive and pursuer change guises,"A fugitive turns in succession into different animals or objects. A pursuer does the same, every time becoming an animal or a person who is dangerous for the fugitive in his given guise",True,107,0.11555075593952484
1691,L105_10,Invisible missile,"Animal, fish or person wounded by hero runs or swims away, usually with the man's projectile in his or her body. Local doctors are not able to cure the wound (usually because they do not see the projectile). The hero or his companion comes to the place where the wounded one lives and cures him or her (usually extracting his projectile from the wound)",True,41,0.04427645788336933
1692,L106_10,Lost object claimed back,"An antagonist makes a demand to the hero which is correct in form but really is unjustified. The hero fulfills the claims or is punished. Now antagonist takes an object or animal possessed by the hero, is unable to give it back and is punished",True,52,0.056155507559395246
1693,L106a_11,Stomach cut open,"An antagonist makes a demand to the hero which is correct in form but really is unjustified. The hero fulfills the claims or is punished. Now antagonist takes an object or animal possessed by the hero, is unable to give it back and is punished",True,21,0.02267818574514039
1694,L106b_10,In search of lost object to the other world,"In search of a lost object, usually carried away by water or wind, a girl or (rare) a boy comes to a powerful person, gets the object back and/or is rewarded. The object is related to the everyday life, it has no ritual significance and is not a weapon",True,62,0.06695464362850972
1695,L107_8,The ear-sleepers,"Anthropomorphic beings have huge ears (use them for blankets, umbrellas, etc.)",True,34,0.0367170626349892
1696,L108_10,To wash a black one,Person is or becomes black and has to sit in the water till becomes white. An antagonist carries him or her away,True,127,0.13714902807775378
1697,L108a_10,Goat kills the antagonist,"A predator or ogre swallows people or animals. Goat opens the ogre’s belly open, usually the swallowed ones come out alive",True,40,0.04319654427645788
1698,L108b_11,The thin voice,"To make himself unrecognizable by the victim, a predator or ogre modifies his throat or tongue mechanically (oils or burns it, asks blacksmith to remake it, etc.)",True,49,0.052915766738660906
1699,L108c_10,The white hand,"To make himself unrecognizable by the victim, a predator or ogre demonstrates clothes, limb, etc. that look like clothes or limb of his victim's mother, etc.",True,21,0.02267818574514039
1700,L108e_10,Children of fox,"Fox has a child or children (usually adopts a lamb, foal, etc.), cares for it. Wolf finds and eats it, the fox revenges on him",True,11,0.011879049676025918
1701,L108f_10,Lured from river-bottom,"A person (a girl, a small boy) gets into the water and remains there. Antagonist lures him out imitating his father's or sibling's voice",True,4,0.004319654427645789
1702,L108g_10,L108g_10,,False,3,0.0032397408207343412
1703,L109_10,The cannibal gourd,A gourd proves to be a cannibal or grows from remains of a monster,True,18,0.019438444924406047
1704,L110_10,The devourer,"A demonic being swallows a multitude of people and animals. When it is killed and cut open, the swallowed ones come out alive or are revived",True,116,0.12526997840172785
1705,L110a_10,The injured ear,"A demonic being swallows a person or (in African versions) a multitude of people and animals. Hero kills the monster but cutting open its body, injures a person who was inside. Usually this person is offended and finds opportunity to kill the hero",True,5,0.005399568034557235
1706,L111_10,Hook from the sky,The sky dwellers fish human beings who live on earth with a line and a hook,True,15,0.016198704103671708
1707,L112_10,Complete body obtained,"A boy with defective body (too small, only half of a body, only a head) ultimately obtains normal body",True,20,0.02159827213822894
1708,L113_10,The ogre bridegroom,"A girl refuses all suitors, at last marries a handsome man and walks with him to his place. Her husband proves to be a cannibal demon",True,42,0.04535637149028078
1709,L114_10,The youngest one saves siblings from demon,A group of young people comes to a demon. The youngest brother of sister or a sick and invalid person who often accompanies the others against their wish saves them all,True,54,0.058315334773218146
1710,L114a_10,A child who stays awake,A member (usually the youngest) of a group of boys or girls gets with them to a cannibal. The cannibal plans to kill people when they fall asleep. The youngest boy or girl every time answers the cannibal why he or she is still awake and forces him or her to be engaged into different activities instead of killing the sleeping people. Brothers (sisters) run away and return home,True,29,0.03131749460043196
1711,L114b_10,To bring ogre’s property,"Getting a task or by his own initiative, person several times comes o the ogre and steals in succession objects he needs",True,54,0.058315334773218146
1712,L114b1_1,A task: to bring the ogre,Person bring objects from ogre’s house and after this catches or kill the ogre himself,True,30,0.032397408207343416
1713,L115_10,Perfect gentleman,A girl who rejected suitors finds at last a really handsome man. He escorts her to his place and distributes on the way all his clothes and body parts that he loaned before. Only his skull (head) remains,True,15,0.016198704103671708
1714,L116_10,Singing girl in a bag,"A cannibal (old man, Gipsy, etc.) carries away a girl. He walks from village to village forcing her sing or dance. People recognize her (or her voice) and release her",True,19,0.020518358531317494
1715,L116a_10,Doe with golden horns,"Hunting a doe (a deer), hero gets to a demon’s place; the does is a bewitched person or demon",True,13,0.014038876889848811
1716,L117_10,Unwanted companion,"When a man goes to marry, an evil spirit joins him, helps him in the village of his bride, etc. but then claims at least half of the bride for himself. (In Gola story a man gets a wife for a spirit and claims a half of her)",True,11,0.011879049676025918
1717,L118_11,Caught in a split log,"(Animal) person provokes another to put his hand or paw into a split log, between two planks, etc. When a wedge is removed, two pieces of wood spring back together and the person or animal gets caught",True,74,0.07991360691144708
1718,L119_10,Battle in the air,Hero and antagonist fight in the air tearing off each other limbs. Usually their allies on earth preserve limbs of their leader and destroy limbs of the adversary,True,4,0.004319654427645789
1719,L120_10,Snake-women turn into apple-trees,"Hero listens in conversation of demonic beings who plan to turn into something edible, attractive, etc. and to destroy those who touch them. The hero neutralize the demons beforehand",True,24,0.02591792656587473
1720,L121_10,A hunter’s secret,"An animal or ogress turns into woman and marries a hunter to destroy him. Accompanying him to the wilderness, she acquires her real guise, the hunter has narrow escape. Usually the wife asks him what are his usual transformations in case of а danger. The hunter's father or mother stops him before he tells his wife about his last transformation",True,13,0.014038876889848811
1721,L122_8,Riding a cock,(Demonic) person is riding a cock,True,11,0.011879049676025918
1722,L123_11,Running in many directions,"To confuse pursuer, person many times runs away in different directions and comes back",True,5,0.005399568034557235
1723,L124_10,Sinew of a killed enemy cuts a tree,"After killing his adversary, person pulls out his sinew (spinal cord, intestine, ribbon of skin) and puts it around a tree trunk. The trunk is cut through. Fortunately for him, the person has not put it around his own waist",True,5,0.005399568034557235
1724,L125_10,Demonic wife recognized,A man marries a beauty but catches her in a situation when her not human nature is revealed. After this their marriage breaks down,True,34,0.0367170626349892
1725,L126_10,Demonic small bird,"A small bird makes a powerful anthropomorphic person lose his temper. The bird cannot be annihilated, cries from inside person's stomach, the person suffers or dies",True,13,0.014038876889848811
1726,m1a_10,Caiman ferries the Pleiades-brothers,Caiman ferries a person or a group of brothers who later turn the Pleiades,True,5,0.005399568034557235
1727,m1b_10,Caiman ferries a monkey,"Caiman ferries a monkey across a river. Reaching the opposite bank, the monkey escapes before the caiman gets to catch it",True,5,0.005399568034557235
1728,m2_10,Riding down a tree,A man descends from top of a tree or rock down a chain of animals or on the back of an animal who climbs or runs down the trunk,True,10,0.01079913606911447
1729,m3_10,Chain of animals,"Person crosses a water or air space along the chain of many animals, birds or fish",True,44,0.047516198704103674
1730,m3a_11,Counting water animals,"Animal who does not swim well suggests animals who live in water to count their number. For this, they should make a chain and he would run along it. It is but a trick to cross a body of water",True,27,0.029157667386609073
1731,m4_10,A wrong step,"Crossing a body of water or descending a tree, person steps on an certain part of a body of an animal or on a certain animal that have made a chain (usually despite warning that he should not do it) and falls down or drowns as a result",True,14,0.01511879049676026
1732,m5_11,Provoked insult,"Being in a situation when his life depends on a good will of a demon or animal, person either resists or does not resist the temptation to insult or to beat, bite, etc. the latter",True,79,0.08531317494600432
1733,m5a_9,Rat in the water,A rat or other animal which cannot swim well rides a canoe with other creatures who can swim or fly and unlike them gets into trouble when the canoe sinks. Usually a water creature carries the rat to the shore but the latter defecates on its savior or kills it,True,17,0.0183585313174946
1734,m6_10,Night with a partridge,"A young man or girl spends night in the forest. The forest partridge (Tinamus sp.) provides him or her a fire, a shelter and/or a hammock but takes them away and flies away itself when the person does something wrong",True,17,0.0183585313174946
1735,m7_10,Waiting to be picked up,"Getting into the lower or upper world, to an island, a country at the horizon, etc. a man is unable to move further and waits for somebody who could bring him to his destination. Some animals, birds or celestial bodies pass by, the last one (often the Sun or the Moon) picks him up and brings to the place he is eager to go",True,18,0.019438444924406047
1736,m7a_10,Left in water,A bird or an animal takes hero into its boat but acquires its animal guise and leaves him alone in water when he breaks a taboo,True,3,0.0032397408207343412
1737,m8_10,Breaking the obstacle,Non-human persons work hard to destroy a strong and durable obstacle that blocks access to some place or object,True,105,0.11339092872570194
1738,m8a_10,Birds peck a rock to release prisoners,"Birds and sometimes also animals work hard to break from the outside or from the inside a rock, a tree truck, bonds, etc. to release some beings or themselves from confinement in a small enclosure or trap",True,57,0.061555075593952485
1739,m8b_3,Birds break an obstacle to get water,Birds or (rare) animals work hard to break a rock or a cane and get water or honey concealed inside,True,7,0.00755939524838013
1740,m8c_10,The stuck up eyes,"Birds peck through a layer of clay, wax, pitch etc. with which person’s eyes or anus are stuck up ",True,8,0.008639308855291577
1741,m8d_10,Birds break body covering,Birds work hard to peck through the substance that covers some beings' body or to reach its entrails,True,10,0.01079913606911447
1742,m9_10,Stuck in a tree hollow,Person who puts her or his head or hand into a tree hollow or (rare) other hole is stuck fast or falls into the hollow and dies or undergoes a metamorphosis,True,29,0.03131749460043196
1743,m9a_10,Transformed into tree-frog,Person who sucks honey greedily from a tree hollow and/or is stuck in it turns into tree-frog,True,12,0.012958963282937365
1744,m10_10,A girl and a honey,"A girl or a woman who was stuck in a tree-hollow when she tried to extract honey or who was greedily sucking honey otherwise, dies or turns into the honey or into the bee",True,18,0.019438444924406047
1745,m11a_10,Fish extracted from body,Person serves people fish extracted from her or his own body,True,8,0.008639308855291577
1746,m11b_10,Meat extracted from body,A woman serves a man a good meat cut from her own body and does not do it anymore when the man got to know about the source of the meat,True,4,0.004319654427645789
1747,m11c_10,Gets lard from his body,"A male person cuts or roasts his own body to extract meat, lard or blood, cooks it and serves to his guest without injuring himself. Such a food is not considered to be unclean",True,83,0.08963282937365011
1748,m12_10,The unlucky hunter,"Not to return home empty-handed, a hunter or (rare) a fisherman cuts off a piece of flesh from his body (usually from his calf) or (more rare) extracts his blood or entrails. Usually he brings his flesh or blood to other people pretending that is a good game or fish; or a woman cuts off a piece of flesh from her calf to feed her husband",True,42,0.04535637149028078
1749,m13_10,God grants requests to his visitors,Some persons ask the supreme deity (usually coming to him) to fulfill their demands. The deity does it according to the letter and not to the spirit of the demand,True,12,0.012958963282937365
1750,m13a_10,Transformed into stone,God agrees or suggests to fulfill a demand of a man. As a result the latter is transformed into a stone,True,9,0.009719222462203024
1751,m14a_10,Roasted alive,"To revenge on his wife and her kinsfolk, a man roasts her alive",True,11,0.011879049676025918
1752,m15_10,Tied to a tree,A girl or young woman is tied to the top of a tree or impaled on the sharpened top of a tree and abandoned by a man. Somebody (usually her brothers) attempt to save her,True,8,0.008639308855291577
1753,m16_10,Ugly or sick becomes healthy and handsome,"A wife, bride or mother of a sick or ugly boy or man does not care for him. He becomes healthy and handsome, punishes and/or abandons her",True,47,0.05075593952483801
1754,m16a_10,Diving bird’s medicine,A supernatural helper (usually a loon) makes a blind man to regain his eyesight diving with him into water,True,33,0.035637149028077755
1755,m17_10,Woman lies that man missed,"A blind man or lad kills an animal. His wife or (grand)mother lies that he has missed, cooks and eats all the meat alone",True,39,0.042116630669546434
1756,m18_11,Stolen arrows and hooks,"Person transforms himself into an object of hunting or fishing and provokes hunters of fishermen to catch or shoot him. Arrows, darts, a harpoon stick in his body, he carries them away or he bites off and carries away a fishing hook. Or he fishes by way of turning himself into a hook. Another or (rare) the same person tries to repeat the trick but suffers a reverse (usually is fished out)",True,57,0.061555075593952485
1757,m18a_11,Getting arrows,"Person turns into a fish or game and exposes himself as a target. A lot of arrows, darts or harpoons stick in his body making him no harm, he carries them away",True,16,0.017278617710583154
1758,m18b_11,Getting fishing hook or harpoon,Person turns into a fish to steal fishing hook or harpoon or he turns into fishing hook to catch a fish,True,37,0.03995680345572354
1759,m19_11,The bait-person,Person ties another one (usually a child) to a fishing line to use him as a bait or orders the tied one to catch fish with his hands,True,10,0.01079913606911447
1760,m20_11,Trickster’s jaw injured,Person steals bait or fish from fishhooks. His bill or jaw is ripped off or otherwise injured. Usually the trickster gets the ripped off jaw back,True,13,0.014038876889848811
1761,m21_10,A protector hides fugitives,Person is pursued by an enemy. A man or an animal hides him on his own body or nearby,True,138,0.1490280777537797
1762,m21a_10,Under pretext  of a toothache,"Person is pursued by an enemy. A bird or animal hides him or her in its mouth (under a wing) and  pretends not to be able to open the mouth (to raise a wing) because of a tooth ache, some injury and the like",True,14,0.01511879049676026
1763,m22_9,Helpful stock,"A long-necked bird living near water (stork, heron, bittern, swan) saves person from dangerous pursuer",True,43,0.04643628509719223
1764,m22a_9,Stock guardian,"A long-necked bird living near water (stork, heron, swan) is a guard in a strange house or land where hero comes",True,7,0.00755939524838013
1765,m23_11,Mock plea,Рerson or creature pretends to be afraid of a particular sort of treatment that really cannot do him any harm,True,131,0.14146868250539957
1766,m24_11,Turtle’s war party,Turtle goes to war and/or is captured by enemies,True,23,0.024838012958963283
1767,m24A_11,Turtle kills a woman,"Turtle goes to war, kills people (usually a woman), is caught and killed but continues to live in its animal guise",True,11,0.011879049676025918
1768,m25_11,Banquet in the sky,"To take part in a feast or to visit God or celestial object, person ascends to the sky. To return, he either uses a rope but falls before reaching ground or jumps (falls) down from the sky and is badly hurt, dead, and/or transformed",True,42,0.04535637149028078
1769,m26_11,Ducks rise hunter into the air,"Person attempts to hunt ducks or geese catching them by the legs. They rise him into the air, he falls down",True,10,0.01079913606911447
1770,m26a_11,m26a_11,,False,22,0.023758099352051837
1771,m27_10,Coming back from the sky,A tree or a chain of reeds by which people have ascended to the sky is destroyed. On their way back they fall to the ground. Some of them remain in the sky for ever or longer than others,True,12,0.012958963282937365
1772,m28_11,Icarus (failed attempt to fly on artificial wings),Person flies on artificial wings or partly turning himself into a bird but falls to the ground or remains in a far away place being unable to fly any more,True,61,0.06587473002159827
1773,m29a_9,Trickster-raven,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is raven",True,78,0.08423326133909287
1774,m29b_9,"Trickster-fox, jackal or coyote","In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is fox, jackal or coyote",True,339,0.36609071274298055
1775,m29c_9,Trickster-skunk,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is skunk",True,12,0.012958963282937365
1776,m29d_9,Trickster-mink,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is mink",True,9,0.009719222462203024
1777,m29f_9,Trickster-wolverine,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is wolverine",True,19,0.020518358531317494
1778,m29g_9,Trickster-hare or rabbit,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is hare or rabbit",True,163,0.17602591792656588
1779,m29g1_9,m29g1_9,,False,103,0.11123110151187905
1780,m29gg_9,Trickster-hedgehog,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is hedgehog",True,10,0.01079913606911447
1781,m29h_9,Trickster-owl,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is owl",True,14,0.01511879049676026
1782,m29i_9,Trickster-hawk,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is hawk",True,13,0.014038876889848811
1783,m29j_9,Trickster is a water bird,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is a water bird",True,12,0.012958963282937365
1784,m29k_9,"Trickster is a turtle, a toad or a frog","In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is a turtle (or tortoise), a toad or a frog",True,128,0.13822894168466524
1785,m29l_9,Trickster is an opossum,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is an opossum",True,24,0.02591792656587473
1786,m29m_9,Trickster is a rat,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is a rat",True,16,0.017278617710583154
1787,m29n_9,Trickster is a mouse,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is a mouse",True,11,0.011879049676025918
1788,m29nn_9,Trickster is a ground squirrel ,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is a ground squirrel (Xerux sp.)",True,7,0.00755939524838013
1789,m29o_9,Trickster is a monkey,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is a monkey",True,30,0.032397408207343416
1790,m29p_9,Trickster is a spider,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is a spider",True,24,0.02591792656587473
1791,m29q_9,Trickster is a racoon,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is a racoon",True,9,0.009719222462203024
1792,m29qq_9,Trickster is an anteater,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is an anteater",True,10,0.01079913606911447
1793,m29r_9,Trickster is a porcupine,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is a porcupine",True,18,0.019438444924406047
1794,m29u_9,Trickster is the Moon,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is the Moon",True,31,0.03347732181425486
1795,m29v_9,Trickster is a small ungulate,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is a small ungulate (deer, gazelle, antelope)",True,35,0.03779697624190065
1796,m29w_9,Trickster is a feline,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is a feline (jaguar, ocelote, puma)",True,16,0.017278617710583154
1797,m29x_9,Trickster is a hyena ,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is a hyena",True,22,0.023758099352051837
1798,m29x1_9,Trickster is a badger,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is a badger",True,9,0.009719222462203024
1799,m29y_9,Trickster is a wren,"In episodes related to deception, absurd, obscene or anti-social behavior the protagonist is a wren",True,9,0.009719222462203024
1800,m30_11,Trickster falls down,"Person or creature who has no wings or is unable to fly on a long distance attempts to ascend to the sky or to fly far away but falls down or, deprived of his wings, remains in a place from which he is unable to return",True,190,0.20518358531317496
1801,m30a_11,Person defecates on a trickster,Trickster who flies over a village falls to the ground. They bind him and defecate on him,True,9,0.009719222462203024
1802,m31_11,Trickster thrown into the water,Animal person who cannot swim asks a good swimmer to carry him. The latter agrees only to throw his rider into the water,True,5,0.005399568034557235
1803,m32_11,Anus opened,Food or liquid that person swallows are immediately pouring out from his bottom part,True,26,0.028077753779697623
1804,m32a_11,Eating pieces of flesh that fall out,Person's intestines or pieces of flesh from his bottom part fall out. He eats them up taking for a good meat or fat,True,9,0.009719222462203024
1805,m33_11,Anus closed,"Person himself or somebody else stitches up or firmly stops his anus (with wax, clay, grass, etc.)",True,18,0.019438444924406047
1806,m34_11,Thrown object turns into tail,An object thrown into person becomes his tail and the person himself an animal,True,8,0.008639308855291577
1807,m35_11,Cold enduring competition,Two animal persons compete to see who could withstand cold all the night. At dawn one is dead,True,8,0.008639308855291577
1808,m36_11,Dismantles himself to crawl through an opening,"Person is imprisoned inside a tree, stone, a ball of ice, etc. He or somebody else makes the opening but it is too narrow. The person puts himself to pieces (or turns into fog), inserts them into the opening, outside puts the pieces together again",True,12,0.012958963282937365
1809,m37_10,Blow of axe,Person or person's head is split with the blow of an axe. Person remains (or must remain if the procedure is realized in correct way) uninjured,True,5,0.005399568034557235
1810,m38_11,Stupid imitation (The bungling host),"Person sees others act using magic or according to their animal nature. Back at home, he imitates their actions and gets in trouble. Actions are not heroic deeds, competitions or tests and mostly refer to providing and cooking food",True,155,0.1673866090712743
1811,m38a_11,Imitating wife’s kinfolk,Person imitates actions of his son- or brothers-in-law or (among Comox and Halcomelem) of his wives,True,25,0.026997840172786176
1812,m38b_11,Stupid wives imitate magic one,A rejected wife acts using magic. Other wives try to imitate her and perish,True,23,0.024838012958963283
1813,m38c_11,Old people forged into young ones,In forgery person forges old people into the young ones. A smith who has no supernatural power unsuccessfully tries to imitate him,True,33,0.035637149028077755
1814,m39a_11,Fool takes off boots from animals’ legs,"Two brothers live with their mother. One of them makes stupid actions like (all or some of them): lets free animals that got into a snare but kills his mother; thinks that an animals (reindeer, cow, horse, etc.) does not want to step into the water because they are afraid to make their shoes or clothes wet, cuts their hooves off or flays them; thinks that a certain place on a head of a baby is a tumor, sucks baby's brains out; cuts a cloth into pieces and ties them to reeds of to branches of a tree; hearing a murmur of water throws food into the water; tries to build a hut not on a river bank but in the river",True,17,0.0183585313174946
1815,m39a1_11,Misunderstood instructions: a step behind,Fool follows instructions that were reasonable in every previous episode but become absurd in every next one,True,74,0.07991360691144708
1816,m39a2_11,Misunderstood instructions: a sharp object,Fool is acting in an absurd way taking instructions literally or being one step behind. One of the episodes is related to treatment of a needle or other sharp objects,True,8,0.008639308855291577
1817,m39a3_11,Had your daughter horns?,"Fool kills a person, throws the body into a pond or a well. His relation throws there a dead goat. Searching for the corpse in the pond, the fool asks if the killed person had horns, etc. People see that he is really crazy and do not suspect him of a crime",True,17,0.0183585313174946
1818,m39a4_11,Fool and his shadow,Fool takes his own shadow for a person who pursues him and gives it his possessions,True,12,0.012958963282937365
1819,m39a4a_11,Selling a cow to a lizard (Money inside the statue),"Fool sells (gives) goods to an animal or a plant and believes that the buyer will pay or he makes a work which nobody asked him to do mistaking an animal for a master. When he comes for the money, he beats the animal or a plant (follows the animal) and finds treasure",True,46,0.04967602591792657
1820,m39a5_11,Fool kills goats for eating pears,Fool brings his goats to a fruit tree and kills them when they become to eat fruits that he has thrown down from the tree,True,4,0.004319654427645789
1821,m39a5a_11,m39a5a_11,,False,59,0.06371490280777538
1822,m39a6_11,Misunderstood instructions: to cut a road,A wayfarer asks his companion in an allegorical for to tell a story. The companion takes his words in the direct sense and acts stupidly,True,20,0.02159827213822894
1823,m39a6a_10,Clever daughter-in-law of the prisoner,"A powerful man finds a clever wife for his son or for himself. Being imprisoned by enemies he or his daughter-in-law sends a message that only they two understand. The enemies are destroyed, the prisoner is released (rare: his body is found).",True,18,0.019438444924406047
1824,m39a6b_10,King the craftsman,"A poor girl agrees to marry a prince only if he learns some craft. He does it, marries the girl and then gets into hands of some criminals. He promises them to produce valuable object that they can sell for good money. His wife or (rare) his father recognize his work (or read signs of the object). He is released, the criminals killed",True,7,0.00755939524838013
1825,m39a6c_10,m39a6c_10,,False,24,0.02591792656587473
1826,m39a6d_10,m39a6d_10,,False,48,0.05183585313174946
